"KZ1279_GB1420_0_0_mapq10_noDup.bed" "KZ1279_GB1422_0_0_mapq10_noDup.bed" "KZ1279_GB1424_0_0_mapq10_noDup.bed"
"17055" 32 15 5
"17056" 13 3 0
"17057" 34 4 3
"17058" 141 27 16
"17059" 112 18 13
"17060" 172 29 22
"17061" 171 24 8
"17062" 124 32 6
"17063" 17 2 2
"17064" 4 8 2
"17065" 16 3 2
"17066" 131 19 12
"17067" 17 3 1
"17068" 18 2 5
"17069" 136 26 13
"17070" 173 26 13
"17071" 75 20 10
"17072" 13 3 0
"17073" 5 8 3
"17074" 32 14 4
"17075" 4 4 0
"17076" 38 7 1
"17077" 11 2 1
"17078" 10 5 2
"17079" 10 1 2
"17080" 10 2 0
"17081" 24 3 1
"17082" 34 4 0
"17083" 137 14 12
"17084" 71 12 8
"17085" 39 7 1
"17086" 114 18 10
"17087" 28 9 1
"17088" 8 3 0
"17089" 11 1 0
"17090" 105 13 8
"17091" 56 23 5
"17092" 134 29 21
"17093" 32 9 2
"17094" 4 3 0
"17095" 48 19 14
"17096" 274 63 21
"17097" 40 15 6
"17098" 14 3 2
"17099" 9 2 7
"17100" 32 10 4
"17101" 14 5 1
"17102" 19 5 2
"17103" 27 5 4
"17104" 16 3 1
"17105" 135 20 7
"17106" 13 5 1
"17107" 39 5 6
"17108" 146 33 12
"17109" 200 34 12
"17110" 86 19 5
"17111" 10 2 0
"17112" 31 4 3
"17113" 25 11 3
"17114" 49 6 4
"17115" 16 1 2
"17116" 27 6 6
"17117" 21 5 1
"17118" 21 1 1
"17119" 17 5 0
"17120" 12 1 1
"17121" 16 3 3
"17122" 21 4 4
"17123" 6 2 1
"17124" 6 4 0
"17125" 16 4 0
"17126" 10 11 3
"17127" 38 8 5
"17128" 261 35 19
"17129" 105 14 5
"17130" 24 10 11
"17131" 10 7 4
"17132" 124 33 22
"17133" 7 4 0
"17134" 46 9 10
"17135" 110 50 68
"17136" 10 10 2
"17137" 17 4 2
"17138" 49 13 3
"17139" 118 27 8
"17140" 240 47 9
"17141" 143 29 10
"17142" 90 13 6
"17143" 4 3 1
"17144" 24 3 5
"17145" 37 3 1
"17146" 15 5 0
"17147" 36 8 1
"17148" 7 3 2
"17149" 12 2 2
"17150" 157 34 5
"17151" 19 10 0
"17152" 57 8 4
"17153" 21 7 1
"17154" 13 1 2
"17155" 10 3 2
"17156" 32 9 2
"17157" 12 0 2
"17158" 117 25 12
"17159" 17 6 0
"17160" 207 39 7
"17161" 13 3 2
"17162" 7 3 0
"17163" 100 8 3
"17164" 5 12 4
"17165" 87 7 3
"17166" 34 3 0
"17167" 312 27 24
"17168" 165 38 11
"17169" 23 6 4
"17170" 29 4 1
"17171" 47 15 1
"17172" 11 20 2
"17173" 86 6 3
"17174" 61 5 1
"17175" 41 4 1
"17176" 30 2 1
"17177" 16 6 3
"17178" 21 3 2
"17179" 17 2 1
"17180" 166 17 11
"17181" 71 34 7
"17182" 161 30 14
"17183" 36 7 0
"17184" 46 8 2
"17185" 6 4 1
"17186" 16 5 0
"17187" 2 4 0
"17188" 19 3 0
"17189" 0 0 0
"17190" 11 3 0
"17191" 213 25 14
"17192" 19 2 0
"17193" 231 34 17
"17194" 152 28 7
"17195" 38 5 3
"17196" 187 24 11
"17197" 15 2 0
"17198" 12 2 1
"17199" 12 5 2
"17200" 49 10 3
"17201" 19 5 0
"17202" 143 27 15
"17203" 17 3 2
"17204" 9 2 0
"17205" 9 3 3
"17206" 11 2 2
"17207" 241 42 10
"17208" 145 20 9
"17209" 24 3 0
"17210" 26 11 4
"17211" 35 4 4
"17212" 73 21 6
"17213" 4 7 0
"17214" 76 3 3
"17215" 27 13 5
"17216" 6 5 0
"17217" 27 5 0
"17218" 91 11 9
"17219" 2 1 2
"17220" 82 5 9
"17221" 120 22 13
"17222" 79 17 4
"17223" 91 16 9
"17224" 9 3 3
"17225" 10 3 2
"17226" 19 2 1
"17227" 23 1 1
"17228" 23 7 4
"17229" 18 2 1
"17230" 16 3 0
"17231" 44 9 5
"17232" 53 4 3
"17233" 26 2 0
"17234" 62 11 5
"17235" 361 19 13
"17236" 22 1 0
"17237" 16 4 5
"17238" 431 41 27
"17239" 90 10 4
"17240" 71 15 12
"17241" 113 12 3
"17242" 20 3 0
"17243" 13 4 2
"17244" 12 2 2
"17245" 26 7 0
"17246" 9 2 1
"17247" 56 18 3
"17248" 18 4 5
"17249" 16 5 2
"17250" 31 8 5
"17251" 149 34 20
"17252" 32 36 13
"17253" 11 4 1
"17254" 22 7 3
"17255" 49 14 19
"17256" 75 18 5
"17257" 77 17 2
"17258" 89 15 14
"17259" 26 5 6
"17260" 10 4 1
"17261" 12 29 3
"17262" 29 11 4
"17263" 66 15 7
"17264" 111 14 8
"17265" 22 7 1
"17266" 42 17 4
"17267" 47 23 13
"17268" 111 17 7
"17269" 8 2 0
"17270" 2 8 0
"17271" 40 14 5
"17272" 6 1 1
"17273" 190 60 7
"17274" 16 3 1
"17275" 82 19 5
"17276" 112 19 11
"17277" 176 39 7
"17278" 4 2 0
"17279" 10 4 1
"17280" 13 5 1
"17281" 10 2 2
"17282" 14 6 5
"17283" 8 7 1
"17284" 14 6 2
"17285" 49 22 6
"17286" 9 12 3
"17287" 7 6 1
"17288" 219 31 8
"17289" 22 9 2
"17290" 8 12 5
"17291" 17 5 2
"17292" 18 26 34
"17293" 9 3 1
"17294" 12 4 3
"17295" 8 1 0
"17296" 9 4 1
"17297" 6 5 0
"17298" 48 4 4
"17299" 15 7 2
"17300" 109 19 7
"17301" 22 9 2
"17302" 135 31 4
"17303" 328 57 21
"17304" 26 6 1
"17305" 87 12 0
"17306" 128 20 7
"17307" 64 15 2
"17308" 43 8 7
"17309" 10 5 2
"17310" 7 2 3
"17311" 38 3 6
"17312" 30 7 2
"17313" 165 34 8
"17314" 10 5 1
"17315" 40 32 10
"17316" 18 5 1
"17317" 63 11 2
"17318" 94 14 7
"17319" 69 10 6
"17320" 28 7 0
"17321" 9 11 1
"17322" 16 8 2
"17323" 14 7 0
"17324" 80 31 7
"17325" 190 25 13
"17326" 33 6 2
"17327" 112 17 1
"17328" 41 8 1
"17329" 133 36 13
"17330" 19 3 1
"17331" 8 6 2
"17332" 89 17 6
"17333" 39 12 3
"17334" 67 14 7
"17335" 76 20 4
"17336" 105 26 5
"17337" 17 18 2
"17338" 7 14 2
"17339" 14 3 1
"17340" 35 15 3
"17341" 13 9 3
"17342" 6 5 2
"17343" 28 12 1
"17344" 2 4 1
"17345" 12 5 3
"17346" 12 16 3
"17347" 10 34 3
"17348" 287 78 34
"17349" 14 6 3
"17350" 26 11 4
"17351" 441 98 33
"17352" 157 31 8
"17353" 116 26 10
"17354" 217 52 15
"17355" 316 52 18
"17356" 30 16 4
"17357" 14 6 5
"17358" 37 8 5
"17359" 73 13 8
"17360" 17 5 1
"17361" 35 1 1
"17362" 12 2 1
"17363" 17 8 2
"17364" 189 31 17
"17365" 16 12 8
"17366" 40 14 12
"17367" 6 3 1
"17368" 166 22 17
"17369" 180 45 14
"17370" 12 17 1
"17371" 25 7 0
"17372" 108 36 8
"17373" 92 16 11
"17374" 236 62 18
"17375" 105 19 4
"17376" 20 8 0
"17377" 39 6 4
"17378" 3 4 3
"17379" 46 16 2
"17380" 130 31 11
"17381" 48 5 6
"17382" 116 20 5
"17383" 49 6 6
"17384" 14 8 3
"17385" 32 8 5
"17386" 9 5 0
"17387" 16 8 5
"17388" 28 7 6
"17389" 143 24 12
"17390" 136 27 7
"17391" 50 15 1
"17392" 107 18 7
"17393" 189 21 9
"17394" 45 14 4
"17395" 33 12 3
"17396" 281 24 8
"17397" 50 9 5
"17398" 38 9 8
"17399" 82 8 3
"17400" 275 44 12
"17401" 87 16 9
"17402" 36 12 5
"17403" 104 14 4
"17404" 69 8 6
"17405" 106 20 7
"17406" 379 53 39
"17407" 27 8 1
"17408" 40 7 4
"17409" 200 42 11
"17410" 7 16 3
"17411" 137 22 6
"17412" 55 24 30
"17413" 61 19 14
"17414" 24 1 4
"17415" 13 4 1
"17416" 38 9 12
"17417" 79 20 51
"17418" 25 8 5
"17419" 58 4 4
"17420" 184 19 8
"17421" 18 3 0
"17422" 24 7 0
"17423" 34 8 3
"17424" 15 10 6
"17425" 3 0 0
"17426" 4 0 0
"17427" 11 4 0
"17428" 1 5 1
"17429" 18 2 3
"17430" 21 4 5
"17431" 145 21 11
"17432" 42 13 3
"17433" 163 24 16
"17434" 370 35 12
"17435" 89 14 5
"17436" 128 18 6
"17437" 225 25 9
"17438" 77 16 9
"17439" 49 8 2
"17440" 26 3 6
"17441" 40 17 14
"17442" 27 6 3
"17443" 188 30 10
"17444" 73 18 10
"17445" 13 12 4
"17446" 36 9 11
"17447" 59 10 6
"17448" 31 9 3
"17449" 173 23 19
"17450" 2 4 1
"17451" 5 7 2
"17452" 77 12 2
"17453" 6 1 4
"17454" 17 4 10
"17455" 145 13 16
"17456" 54 14 11
"17457" 13 2 7
"17458" 163 16 12
"17459" 565 57 18
"17460" 31 7 1
"17461" 18 3 2
"17462" 21 9 2
"17463" 92 12 5
"17464" 38 5 2
"17465" 134 23 10
"17466" 14 7 2
"17467" 186 31 18
"17468" 129 24 10
"17469" 119 22 6
"17470" 182 37 21
"17471" 18 4 3
"17472" 12 1 1
"17473" 10 5 1
"17474" 258 43 15
"17475" 54 17 8
"17476" 50 16 4
"17477" 60 8 0
"17478" 109 22 6
"17479" 72 14 3
"17480" 100 18 5
"17481" 92 14 7
"17482" 113 18 8
"17483" 42 1 4
"17484" 15 1 6
"17485" 99 16 3
"17486" 144 21 5
"17487" 157 28 9
"17488" 100 6 6
"17489" 261 48 12
"17490" 163 43 14
"17491" 25 2 1
"17492" 36 7 3
"17493" 56 9 5
"17494" 14 3 5
"17495" 18 4 3
"17496" 26 3 1
"17497" 39 6 3
"17498" 139 21 6
"17499" 34 8 2
"17500" 25 4 1
"17501" 82 23 8
"17502" 121 24 1
"17503" 19 2 2
"17504" 35 3 0
"17505" 62 11 4
"17506" 4 1 0
"17507" 29 14 2
"17508" 1 3 0
"17509" 23 29 7
"17510" 59 18 1
"17511" 66 13 3
"17512" 63 19 3
"17513" 77 16 6
"17514" 174 35 11
"17515" 70 8 2
"17516" 89 15 3
"17517" 175 20 12
"17518" 172 34 13
"17519" 59 17 3
"17520" 259 57 22
"17521" 7 4 0
"17522" 57 25 3
"17523" 31 4 1
"17524" 217 27 23
"17525" 35 9 2
"17526" 137 17 8
"17527" 7 6 3
"17528" 90 14 1
"17529" 61 7 0
"17530" 57 12 3
"17531" 106 16 12
"17532" 20 1 2
"17533" 20 3 0
"17534" 417 35 3
"17535" 43 3 2
"17536" 31 1 0
"17537" 51 5 1
"17538" 4 2 1
"17539" 80 13 4
"17540" 2 7 1
"17541" 34 11 0
"17542" 143 24 3
"17543" 97 25 5
"17544" 9 6 0
"17545" 113 17 3
"17546" 5 8 1
"17547" 12 11 1
"17548" 53 8 5
"17549" 115 30 7
"17550" 101 20 9
"17551" 244 43 23
"17552" 218 42 20
"17553" 12 2 0
"17554" 66 9 7
"17555" 30 7 1
"17556" 31 10 1
"17557" 110 59 40
"17558" 8 11 2
"17559" 12 2 5
"17560" 24 7 3
"17561" 219 28 19
"17562" 44 6 6
"17563" 21 6 9
"17564" 0 4 0
"17565" 18 18 6
"17566" 108 26 8
"17567" 8 2 0
"17568" 12 0 0
"17569" 6 5 1
"17570" 121 8 8
"17571" 0 2 2
"17572" 116 21 5
"17573" 96 11 12
"17574" 11 2 1
"17575" 14 6 1
"17576" 24 2 0
"17577" 23 18 1
"17578" 8 32 4
"17579" 34 5 4
"17580" 6 6 0
"17581" 20 6 2
"17582" 111 26 5
"17583" 66 12 3
"17584" 145 18 9
"17585" 3 2 3
"17586" 65 24 17
"17587" 52 10 5
"17588" 27 4 4
"17589" 24 5 3
"17590" 5 2 0
"17591" 103 26 4
"17592" 5 0 3
"17593" 7 8 2
"17594" 190 28 13
"17595" 172 26 3
"17596" 33 3 4
"17597" 38 3 4
"17598" 18 2 2
"17599" 29 3 1
"17600" 107 16 6
"17601" 48 17 2
"17602" 29 14 0
"17603" 36 10 4
"17604" 4 11 0
"17605" 4 4 0
"17606" 174 30 6
"17607" 107 31 8
"17608" 107 28 10
"17609" 138 32 45
"17610" 14 6 5
"17611" 81 25 8
"17612" 212 33 18
"17613" 198 31 9
"17614" 168 30 7
"17615" 13 3 3
"17616" 11 4 2
"17617" 13 6 3
"17618" 17 5 4
"17619" 101 21 8
"17620" 90 17 11
"17621" 15 10 0
"17622" 20 6 1
"17623" 18 7 1
"17624" 124 20 9
"17625" 24 8 2
"17626" 18 4 4
"17627" 12 4 2
"17628" 7 4 0
"17629" 9 5 5
"17630" 83 17 6
"17631" 221 60 29
"17632" 139 20 8
"17633" 21 5 3
"17634" 43 5 4
"17635" 41 2 6
"17636" 17 3 2
"17637" 19 7 13
"17638" 163 42 8
"17639" 75 11 7
"17640" 29 5 0
"17641" 78 27 10
"17642" 185 31 10
"17643" 19 3 2
"17644" 135 21 8
"17645" 2 1 2
"17646" 7 1 1
"17647" 10 7 8
"17648" 2 1 1
"17649" 11 3 2
"17650" 186 49 14
"17651" 131 25 8
"17652" 144 32 10
"17653" 3 6 1
"17654" 10 0 0
"17655" 62 6 6
"17656" 11 8 2
"17657" 17 4 2
"17658" 14 2 1
"17659" 22 3 3
"17660" 271 33 25
"17661" 20 1 1
"17662" 5 5 1
"17663" 64 18 2
"17664" 23 27 11
"17665" 32 10 3
"17666" 103 69 38
"17667" 12 1 0
"17668" 3 6 3
"17669" 38 4 4
"17670" 270 40 22
"17671" 14 8 10
"17672" 86 17 5
"17673" 22 15 3
"17674" 57 28 13
"17675" 137 18 4
"17676" 14 4 1
"17677" 13 5 1
"17678" 169 36 11
"17679" 16 6 2
"17680" 211 31 3
"17681" 19 0 3
"17682" 41 5 3
"17683" 1 2 0
"17684" 32 7 0
"17685" 7 1 2
"17686" 77 10 2
"17687" 10 3 0
"17688" 90 12 10
"17689" 16 1 0
"17690" 27 3 1
"17691" 17 3 0
"17692" 22 3 1
"17693" 4 3 2
"17694" 1 1 0
"17695" 12 2 1
"17696" 6 1 1
"17697" 19 1 0
"17698" 28 8 2
"17699" 265 41 4
"17700" 15 1 1
"17701" 9 3 1
"17702" 9 1 0
"17703" 18 7 1
"17704" 6 4 2
"17705" 83 19 12
"17706" 16 5 2
"17707" 14 12 1
"17708" 17 0 2
"17709" 86 15 5
"17710" 3 5 5
"17711" 115 25 11
"17712" 230 36 18
"17713" 8 10 1
"17714" 24 8 1
"17715" 230 22 12
"17716" 20 4 3
"17717" 18 10 0
"17718" 21 14 7
"17719" 0 2 0
"17720" 9 2 1
"17721" 271 59 17
"17722" 174 16 5
"17723" 13 2 0
"17724" 13 3 0
"17725" 13 7 1
"17726" 0 5 2
"17727" 13 5 2
"17728" 5 15 6
"17729" 7 6 2
"17730" 10 2 1
"17731" 10 4 1
"17732" 21 6 2
"17733" 20 10 2
"17734" 20 5 3
"17735" 5 0 0
"17736" 15 3 1
"17737" 26 11 8
"17738" 20 3 6
"17739" 199 55 27
"17740" 141 22 10
"17741" 7 10 2
"17742" 123 30 7
"17743" 13 0 1
"17744" 9 11 2
"17745" 11 1 0
"17746" 34 9 1
"17747" 65 10 7
"17748" 32 8 1
"17749" 298 23 2
"17750" 93 8 7
"17751" 32 13 8
"17752" 114 23 9
"17753" 213 51 20
"17754" 24 17 5
"17755" 35 16 10
"17756" 219 20 28
"17757" 116 11 10
"17758" 265 45 21
"17759" 123 23 8
"17760" 102 19 3
"17761" 239 59 12
"17762" 112 31 5
"17763" 50 16 9
"17764" 23 6 2
"17765" 16 2 4
"17766" 30 3 1
"17767" 20 7 1
"17768" 126 29 22
"17769" 26 7 0
"17770" 33 10 2
"17771" 86 14 8
"17772" 213 41 9
"17773" 45 14 6
"17774" 3 5 0
"17775" 175 27 12
"17776" 29 7 0
"17777" 8 1 2
"17778" 30 3 4
"17779" 54 7 3
"17780" 114 17 14
"17781" 29 6 0
"17782" 120 20 9
"17783" 23 13 12
"17784" 84 15 4
"17785" 191 14 2
"17786" 97 10 5
"17787" 93 21 7
"17788" 86 18 7
"17789" 100 17 3
"17790" 57 7 0
"17791" 122 18 7
"17792" 72 11 5
"17793" 17 1 3
"17794" 32 7 3
"17795" 17 2 3
"17796" 99 16 3
"17797" 26 5 1
"17798" 21 0 2
"17799" 87 39 4
"17800" 158 27 10
"17801" 59 5 2
"17802" 107 46 9
"17803" 35 11 3
"17804" 6 9 7
"17805" 11 3 0
"17806" 107 27 6
"17807" 8 5 2
"17808" 25 4 4
"17809" 64 19 0
"17810" 138 41 12
"17811" 117 45 14
"17812" 0 1 0
"17813" 2 3 1
"17814" 6 6 2
"17815" 51 21 8
"17816" 60 20 14
"17817" 1 3 0
"17818" 1 6 1
"17819" 10 1 1
"17820" 6 2 1
"17821" 116 12 4
"17822" 1 1 1
"17823" 13 9 2
"17824" 120 25 9
"17825" 14 8 1
"17826" 24 17 10
"17827" 35 41 31
"17828" 5 6 2
"17829" 7 3 5
"17830" 6 4 3
"17831" 64 29 10
"17832" 85 49 39
"17833" 77 16 8
"17834" 132 34 13
"17835" 10 6 3
"17836" 90 24 6
"17837" 18 5 18
"17838" 4 2 2
"17839" 5 4 0
"17840" 21 6 3
"17841" 12 5 1
"17842" 2 3 1
"17843" 201 66 31
"17844" 31 17 2
"17845" 96 37 9
"17846" 25 9 3
"17847" 14 12 11
"17848" 5 2 5
"17849" 2 5 4
"17850" 13 7 9
"17851" 20 8 9
"17852" 16 3 10
"17853" 9 6 8
"17854" 91 26 35
"17855" 17 18 7
"17856" 46 27 16
"17857" 20 3 0
"17858" 136 7 4
"17859" 69 8 9
"17860" 19 5 2
"17861" 12 7 5
"17862" 19 4 5
"17863" 54 13 12
"17864" 19 5 3
"17865" 31 10 3
"17866" 14 4 0
"17867" 3 3 0
"17868" 15 8 1
"17869" 1 5 2
"17870" 0 5 0
"17871" 73 17 4
"17872" 18 11 3
"17873" 66 17 11
"17874" 17 14 5
"17875" 12 4 10
"17876" 14 21 12
"17877" 82 26 12
"17878" 7 7 1
"17879" 28 6 1
"17880" 5 8 1
"17881" 11 3 1
"17882" 2 2 1
"17883" 21 8 4
"17884" 4 7 4
"17885" 5 2 2
"17886" 40 4 3
"17887" 100 32 18
"17888" 13 4 3
"17889" 75 13 4
"17890" 165 38 18
"17891" 43 15 8
"17892" 3 7 1
"17893" 3 7 1
"17894" 6 6 3
"17895" 70 21 5
"17896" 90 15 5
"17897" 124 28 8
"17898" 2 0 1
"17899" 32 14 5
"17900" 81 33 11
"17901" 74 14 10
"17902" 91 22 12
"17903" 256 55 14
"17904" 24 5 0
"17905" 35 9 3
"17906" 21 8 1
"17907" 16 8 0
"17908" 5 3 1
"17909" 19 9 10
"17910" 187 29 18
"17911" 14 5 3
"17912" 36 12 7
"17913" 70 15 3
"17914" 79 18 4
"17915" 145 33 11
"17916" 69 49 11
"17917" 68 16 5
"17918" 14 1 0
"17919" 91 17 7
"17920" 137 52 14
"17921" 94 34 15
"17922" 77 33 10
"17923" 21 8 3
"17924" 36 16 4
"17925" 54 19 6
"17926" 5 5 2
"17927" 132 48 13
"17928" 30 5 4
"17929" 7 9 0
"17930" 58 13 7
"17931" 79 13 12
"17932" 8 5 1
"17933" 41 13 2
"17934" 72 20 7
"17935" 54 30 7
"17936" 18 10 2
"17937" 137 34 8
"17938" 27 7 1
"17939" 25 26 3
"17940" 70 33 17
"17941" 8 6 0
"17942" 10 3 3
"17943" 3 2 0
"17944" 5 3 0
"17945" 22 12 4
"17946" 19 6 3
"17947" 71 11 17
"17948" 67 13 16
"17949" 95 23 8
"17950" 80 25 9
"17951" 3 1 1
"17952" 57 15 10
"17953" 59 25 5
"17954" 10 4 0
"17955" 34 4 12
"17956" 128 23 12
"17957" 8 3 3
"17958" 19 8 2
"17959" 2 2 0
"17960" 71 51 19
"17961" 67 14 13
"17962" 35 7 6
"17963" 190 25 30
"17964" 51 4 1
"17965" 8 0 1
"17966" 91 20 13
"17967" 87 11 5
"17968" 140 34 40
"17969" 95 12 12
"17970" 7 4 4
"17971" 24 3 5
"17972" 58 23 7
"17973" 11 11 4
"17974" 4 3 0
"17975" 4 6 0
"17976" 3 1 3
"17977" 3 12 2
"17978" 14 1 4
"17979" 33 8 6
"17980" 1 6 6
"17981" 4 0 2
"17982" 90 17 11
"17983" 124 25 12
"17984" 122 9 19
"17985" 4 4 1
"17986" 17 5 2
"17987" 7 3 1
"17988" 17 5 5
"17989" 19 2 1
"17990" 93 9 11
"17991" 132 29 8
"17992" 84 15 13
"17993" 143 15 20
"17994" 126 16 1
"17995" 10 2 1
"17996" 1 0 0
"17997" 6 1 0
"17998" 11 0 0
"17999" 31 6 3
"18000" 18 1 0
"18001" 23 3 0
"18002" 15 3 0
"18003" 20 2 1
"18004" 73 7 11
"18005" 10 1 0
"18006" 127 8 15
"18007" 6 3 0
"18008" 236 31 11
"18009" 66 4 3
"18010" 51 3 2
"18011" 69 13 17
"18012" 125 19 18
"18013" 225 34 3
"18014" 2 1 2
"18015" 65 10 2
"18016" 198 26 27
"18017" 9 4 0
"18018" 123 13 14
"18019" 35 9 14
"18020" 36 7 2
"18021" 45 6 4
"18022" 330 27 3
"18023" 15 3 0
"18024" 11 0 0
"18025" 16 1 1
"18026" 52 9 19
"18027" 18 2 0
"18028" 5 12 3
"18029" 30 6 3
"18030" 22 7 4
"18031" 217 27 16
"18032" 14 0 2
"18033" 5 1 2
"18034" 17 15 16
"18035" 4 0 1
"18036" 4 1 2
"18037" 7 2 1
"18038" 8 8 0
"18039" 5 1 0
"18040" 99 111 11
"18041" 92 16 6
"18042" 110 11 8
"18043" 27 1 2
"18044" 6 3 1
"18045" 5 1 0
"18046" 10 1 3
"18047" 2 0 1
"18048" 408 39 76
"18049" 9 3 4
"18050" 19 2 0
"18051" 29 3 0
"18052" 11 7 6
"18053" 33 1 1
"18054" 149 11 9
"18055" 16 2 2
"18056" 8 2 1
"18057" 3 8 3
"18058" 2 12 9
"18059" 30 3 0
"18060" 46 3 1
"18061" 17 2 4
"18062" 195 24 12
"18063" 158 12 21
"18064" 103 20 20
"18065" 6 6 0
"18066" 122 18 15
"18067" 5 0 0
"18068" 122 18 17
"18069" 165 16 27
"18070" 26 2 5
"18071" 131 14 11
"18072" 4 11 0
"18073" 23 1 1
"18074" 3 1 0
"18075" 5 11 0
"18076" 3 5 2
"18077" 1 3 0
"18078" 3 4 2
"18079" 4 4 0
"18080" 17 10 2
"18081" 11 0 0
"18082" 45 16 0
"18083" 22 1 0
"18084" 5 6 0
"18085" 0 3 0
"18086" 0 6 0
"18087" 0 8 1
"18088" 93 9 3
"18089" 49 47 22
"18090" 18 2 2
"18091" 12 9 4
"18092" 3 2 2
"18093" 4 13 0
"18094" 4 10 1
"18095" 1 3 0
"18096" 96 18 11
"18097" 130 28 28
"18098" 70 5 11
"18099" 135 37 17
"18100" 164 27 31
"18101" 64 10 5
"18102" 46 3 12
"18103" 0 6 0
"18104" 0 4 0
"18105" 9 4 0
"18106" 6 0 0
"18107" 12 2 1
"18108" 0 4 0
"18109" 1 6 0
"18110" 1 1 0
"18111" 13 7 0
"18112" 1 0 1
"18113" 0 2 0
"18114" 6 1 0
"18115" 50 2 9
"18116" 51 7 8
"18117" 14 3 0
"18118" 86 21 16
"18119" 6 1 0
"18120" 250 45 20
"18121" 16 13 7
"18122" 74 15 8
"18123" 495 52 63
"18124" 8 2 0
"18125" 17 1 2
"18126" 6 3 3
"18127" 10 2 1
"18128" 7 1 0
"18129" 7 1 1
"18130" 7 1 2
"18131" 19 9 11
"18132" 2 1 0
"18133" 16 7 9
"18134" 15 4 3
"18135" 8 1 2
"18136" 7 0 1
"18137" 5 7 2
"18138" 6 20 2
"18139" 37 9 2
"18140" 203 37 24
"18141" 88 13 12
"18142" 84 11 13
"18143" 136 33 19
"18144" 8 4 2
"18145" 9 7 2
"18146" 30 2 0
"18147" 188 8 1
"18148" 15 3 2
"18149" 2 2 0
"18150" 118 15 16
"18151" 10 1 0
"18152" 6 4 3
"18153" 134 20 25
"18154" 52 4 2
"18155" 22 1 2
"18156" 181 14 3
"18157" 21 1 1
"18158" 251 36 4
"18159" 48 11 2
"18160" 121 16 14
"18161" 21 3 2
"18162" 164 29 16
"18163" 13 2 1
"18164" 5 6 0
"18165" 64 13 6
"18166" 110 20 27
"18167" 113 20 27
"18168" 15 3 2
"18169" 15 5 3
"18170" 170 10 12
"18171" 10 0 0
"18172" 9 3 2
"18173" 6 3 0
"18174" 12 4 10
"18175" 10 1 1
"18176" 20 3 8
"18177" 14 4 1
"18178" 107 10 13
"18179" 13 2 2
"18180" 16 5 0
"18181" 10 3 0
"18182" 109 11 20
"18183" 123 20 9
"18184" 298 26 26
"18185" 9 3 1
"18186" 18 2 2
"18187" 17 2 1
"18188" 61 1 10
"18189" 15 9 11
"18190" 12 3 0
"18191" 86 25 15
"18192" 12 4 0
"18193" 16 2 1
"18194" 5 2 1
"18195" 231 27 3
"18196" 23 1 0
"18197" 40 1 5
"18198" 12 0 0
"18199" 10 2 1
"18200" 36 8 3
"18201" 2 9 0
"18202" 143 23 25
"18203" 64 13 10
"18204" 10 1 0
"18205" 28 8 4
"18206" 7 2 0
"18207" 5 0 0
"18208" 8 4 0
"18209" 12 20 11
"18210" 277 46 29
"18211" 7 2 2
"18212" 9 3 1
"18213" 1 0 0
"18214" 16 5 3
"18215" 14 1 0
"18216" 8 0 1
"18217" 4 0 0
"18218" 0 1 0
"18219" 6 0 0
"18220" 7 2 0
"18221" 289 18 31
"18222" 16 3 0
"18223" 25 1 2
"18224" 32 4 1
"18225" 20 1 2
"18226" 5 0 0
"18227" 1 0 0
"18228" 4 1 0
"18229" 12 5 0
"18230" 5 2 0
"18231" 9 7 5
"18232" 110 13 20
"18233" 11 1 1
"18234" 225 36 29
"18235" 10 4 2
"18236" 152 43 26
"18237" 80 8 12
"18238" 11 1 0
"18239" 15 1 3
"18240" 10 2 1
"18241" 1 0 0
"18242" 12 1 1
"18243" 5 0 1
"18244" 27 8 1
"18245" 151 15 21
"18246" 2 4 2
"18247" 103 10 12
"18248" 7 11 4
"18249" 39 7 3
"18250" 27 5 1
"18251" 10 2 0
"18252" 4 4 0
"18253" 17 1 0
"18254" 8 0 0
"18255" 2 0 0
"18256" 6 1 0
"18257" 77 22 2
"18258" 5 1 0
"18259" 2 1 0
"18260" 9 4 0
"18261" 16 1 4
"18262" 3 1 5
"18263" 5 1 1
"18264" 2 1 1
"18265" 5 2 0
"18266" 7 3 3
"18267" 775 89 7
"18268" 150 11 2
"18269" 6 1 0
"18270" 6 0 0
"18271" 8 1 0
"18272" 13 1 1
"18273" 214 17 5
"18274" 7 2 0
"18275" 12 1 0
"18276" 8 1 0
"18277" 4 2 0
"18278" 111 14 9
"18279" 42 3 13
"18280" 8 11 0
"18281" 164 28 20
"18282" 51 7 3
"18283" 21 4 1
"18284" 161 28 19
"18285" 33 3 4
"18286" 21 5 0
"18287" 18 6 10
"18288" 60 15 3
"18289" 43 6 12
"18290" 19 2 0
"18291" 35 4 3
"18292" 48 8 4
"18293" 12 3 0
"18294" 2 0 0
"18295" 22 2 1
"18296" 149 28 26
"18297" 119 28 27
"18298" 58 12 2
"18299" 7 1 0
"18300" 11 2 0
"18301" 10 2 0
"18302" 26 1 2
"18303" 13 0 0
"18304" 6 0 1
"18305" 30 4 3
"18306" 11 1 0
"18307" 8 2 1
"18308" 11 5 1
"18309" 84 18 0
"18310" 19 3 0
"18311" 10 2 1
"18312" 10 1 0
"18313" 19 0 1
"18314" 9 2 2
"18315" 20 2 1
"18316" 21 12 1
"18317" 25 14 1
"18318" 138 27 10
"18319" 8 5 1
